gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
female,0,yes,yes,67,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,one_year,yes,electronic_check,109.4,7281.6,no
male,0,no,no,14,no,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed_check,31.1,419.7,no
female,0,yes,no,19,yes,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,no,mailed_check,89.65,1761.05,yes
male,1,no,no,9,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,83.85,790.15,yes
male,1,yes,no,28,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,month-to-month,yes,electronic_check,105.8,2998.0,no
female,0,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,no,mailed_check,35.05,35.05,yes
female,0,yes,yes,18,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.1,428.45,no
male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,45.05,45.05,yes
female,1,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,25.7,25.7,yes
male,0,yes,no,58,yes,no,dsl,no,no,yes,no,no,no,one_year,no,credit_card_(automatic),50.3,2878.55,no
male,0,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.6,61.35,no
female,0,yes,no,25,no,no_phone_service,dsl,no,no,no,no,yes,no,month-to-month,yes,bank_transfer_(automatic),34.0,853.0,yes
female,0,no,no,68,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,mailed_check,54.45,3687.75,no
male,0,no,yes,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,19.4,374.5,yes
female,0,yes,yes,21,no,no_phone_service,dsl,yes,no,yes,no,yes,yes,one_year,yes,electronic_check,55.95,1157.05,yes
male,0,no,no,45,yes,no,dsl,yes,no,yes,no,yes,yes,month-to-month,yes,electronic_check,75.95,3273.8,no
female,0,no,no,63,yes,yes,dsl,yes,yes,yes,yes,yes,no,two_year,yes,credit_card_(automatic),79.85,4861.45,no
female,0,no,no,32,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic_check,54.2,1739.6,no
female,0,no,no,21,yes,no,dsl,yes,yes,no,yes,yes,no,two_year,no,credit_card_(automatic),71.05,1524.85,no
female,0,no,no,37,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,100.05,3810.55,no
male,0,yes,no,59,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),99.5,5961.1,yes
female,0,yes,no,7,yes,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,bank_transfer_(automatic),81.25,580.1,no
female,0,yes,yes,28,yes,yes,fiber_optic,no,no,no,yes,no,yes,one_year,yes,electronic_check,90.45,2509.25,no
male,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.75,44.2,no
male,0,yes,no,57,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),57.5,3265.95,no
male,0,no,no,32,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),20.05,614.45,no
female,0,no,no,59,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,electronic_check,24.45,1493.1,no
female,0,no,no,37,no,no_phone_service,dsl,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),40.2,1478.85,no
female,1,no,no,56,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,no,electronic_check,110.5,6139.5,no
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.4,20.4,no
female,1,yes,no,27,yes,no,fiber_optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic_check,101.25,2754.45,yes
male,0,no,no,22,yes,no,dsl,no,yes,no,yes,no,no,one_year,yes,credit_card_(automatic),55.15,1193.05,yes
female,0,no,no,16,yes,no,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,86.25,1340.1,no
male,1,no,no,19,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,88.2,1775.8,yes
male,0,yes,no,2,yes,no,dsl,no,yes,no,yes,no,yes,month-to-month,yes,mailed_check,64.2,143.65,no
male,0,yes,yes,13,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,mailed_check,96.65,1162.85,yes
female,0,no,yes,4,yes,yes,fiber_optic,no,no,yes,yes,no,no,month-to-month,yes,mailed_check,87.1,341.45,yes
female,0,yes,yes,66,yes,no,dsl,yes,no,no,no,yes,no,two_year,yes,electronic_check,59.75,3996.8,no
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.3,20.3,yes
female,0,no,no,6,yes,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,no,electronic_check,83.9,497.55,yes
male,0,yes,yes,50,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),103.85,5017.9,yes
female,0,yes,yes,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),65.7,4575.35,no
female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),43.8,540.95,no
male,0,yes,no,31,yes,yes,dsl,no,no,yes,yes,yes,yes,one_year,yes,mailed_check,79.3,2484.0,no
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,68.65,68.65,yes
female,0,yes,yes,62,yes,yes,fiber_optic,yes,no,no,no,yes,yes,two_year,yes,bank_transfer_(automatic),101.15,6638.35,no
male,0,yes,yes,52,no,no_phone_service,dsl,yes,no,yes,no,no,yes,one_year,no,bank_transfer_(automatic),44.25,2276.1,no
male,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic_check,55.25,55.25,no
female,0,yes,no,1,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,no,electronic_check,78.8,78.8,yes
male,1,yes,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.85,183.15,no
male,0,yes,no,63,yes,yes,dsl,yes,yes,yes,yes,no,yes,one_year,no,credit_card_(automatic),80.0,5040.2,no
male,0,yes,yes,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,electronic_check,20.15,341.35,no
female,0,yes,yes,33,yes,yes,fiber_optic,no,yes,yes,yes,no,no,month-to-month,no,credit_card_(automatic),88.6,2888.7,no
male,0,no,no,53,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.65,978.0,no
female,0,no,no,45,yes,yes,fiber_optic,yes,yes,no,no,no,yes,one_year,no,bank_transfer_(automatic),96.75,4442.75,no
male,0,no,no,22,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),24.85,493.4,no
female,0,yes,yes,14,yes,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,electronic_check,87.25,1258.6,yes
female,0,no,no,65,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,yes,bank_transfer_(automatic),105.05,6744.25,no
male,0,yes,yes,17,yes,yes,dsl,yes,no,no,yes,no,no,one_year,yes,mailed_check,62.1,1096.65,no
male,0,no,yes,1,yes,no,dsl,yes,yes,no,yes,no,yes,month-to-month,yes,bank_transfer_(automatic),70.45,70.45,no
female,0,no,no,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.3,275.4,no
male,1,yes,yes,28,yes,yes,dsl,no,no,no,no,no,no,one_year,yes,electronic_check,51.0,1381.8,no
female,1,no,no,56,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic_check,104.75,5841.35,no
female,0,yes,yes,54,yes,yes,dsl,no,yes,yes,no,no,no,two_year,yes,bank_transfer_(automatic),59.8,3246.45,no
male,0,yes,yes,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),19.8,342.3,no
male,0,no,no,47,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),20.45,943.0,no
female,0,no,no,16,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,72.65,1194.3,yes
male,1,yes,no,59,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),64.05,3886.85,no
male,0,no,no,48,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.15,982.95,no
male,0,yes,no,70,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,two_year,yes,credit_card_(automatic),99.35,6944.5,no
male,0,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,20.25,61.45,no
female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),93.25,6688.95,no
male,0,no,no,41,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.15,802.35,no
female,0,no,no,12,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,78.95,927.35,yes
female,1,no,no,23,yes,no,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,94.75,2293.6,yes
female,0,no,no,3,no,no_phone_service,dsl,no,no,no,no,yes,no,month-to-month,yes,credit_card_(automatic),34.8,113.95,no
male,0,no,no,9,yes,no,fiber_optic,no,no,no,yes,yes,yes,month-to-month,yes,bank_transfer_(automatic),95.9,827.45,no
female,0,no,yes,48,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.95,936.7,no
female,0,no,no,22,no,no_phone_service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,50.6,1073.3,no
female,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,bank_transfer_(automatic),20.7,39.85,no
female,0,no,no,19,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic_check,95.15,1789.25,yes
female,0,yes,no,41,yes,no,fiber_optic,no,yes,yes,yes,no,no,one_year,yes,bank_transfer_(automatic),86.2,3339.05,no
female,0,yes,yes,55,yes,yes,fiber_optic,yes,yes,no,no,no,no,month-to-month,yes,electronic_check,85.1,4600.95,no
male,0,yes,no,56,yes,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,yes,electronic_check,100.55,5514.95,no
male,0,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,no,electronic_check,35.9,35.9,yes
male,0,no,no,39,yes,no,fiber_optic,yes,no,yes,no,yes,yes,two_year,yes,electronic_check,100.45,3801.7,no
male,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed_check,51.25,51.25,yes
male,0,no,no,22,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,mailed_check,78.85,1600.25,no
female,0,yes,yes,67,no,no_phone_service,dsl,yes,yes,no,no,no,no,two_year,no,bank_transfer_(automatic),36.15,2434.45,no
male,0,yes,no,3,no,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic_check,35.15,99.75,yes
female,0,yes,no,72,no,no_phone_service,dsl,yes,yes,yes,no,no,yes,two_year,yes,electronic_check,49.2,3580.95,no
male,0,no,no,69,no,no_phone_service,dsl,no,yes,yes,no,no,no,one_year,yes,bank_transfer_(automatic),35.75,2492.25,no
female,0,yes,no,26,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,no,bank_transfer_(automatic),79.3,2015.8,no
male,0,yes,no,27,yes,yes,dsl,yes,no,no,yes,yes,yes,one_year,no,mailed_check,80.85,2204.35,no
female,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,electronic_check,109.55,8165.1,no
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.15,20.15,yes
female,0,yes,yes,60,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,no,credit_card_(automatic),59.85,3590.2,no
male,0,yes,yes,69,no,no_phone_service,dsl,yes,no,yes,yes,no,no,two_year,no,mailed_check,39.1,2779.5,no
female,0,yes,yes,10,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic_check,100.25,1064.65,yes
female,0,no,no,11,no,no_phone_service,dsl,no,yes,yes,yes,no,no,one_year,yes,credit_card_(automatic),40.4,422.6,no
female,0,no,yes,9,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),69.4,571.45,no
female,1,no,no,13,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,95.05,1290.0,yes
female,1,no,no,33,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic_check,110.45,3655.45,yes
male,1,yes,no,71,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,one_year,yes,electronic_check,92.0,6585.2,no
female,0,yes,yes,51,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic_check,93.8,4539.35,no
female,0,yes,yes,70,yes,yes,dsl,yes,yes,no,no,yes,no,two_year,yes,credit_card_(automatic),69.2,4872.35,no
male,0,yes,yes,21,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic_check,104.4,2157.95,yes
female,1,no,no,70,yes,yes,dsl,no,yes,yes,yes,yes,no,two_year,yes,bank_transfer_(automatic),75.5,5212.65,no
female,1,no,no,35,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,70.55,2419.0,no
male,0,yes,yes,21,yes,yes,dsl,yes,yes,no,yes,yes,no,one_year,no,mailed_check,77.5,1625.0,yes
male,0,no,no,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.75,141.1,no
male,1,yes,no,70,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,102.95,7101.5,yes
male,0,no,no,4,yes,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,90.05,368.1,yes
female,0,no,no,9,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,43.75,405.7,no
female,1,yes,no,31,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,84.85,2633.4,no
female,0,no,no,54,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),103.95,5639.05,yes
male,0,no,no,4,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,electronic_check,54.3,195.3,yes
male,0,yes,no,25,yes,yes,dsl,no,no,yes,no,no,no,month-to-month,no,credit_card_(automatic),55.55,1405.3,no
female,0,yes,no,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,electronic_check,20.05,264.55,no
female,1,yes,no,72,yes,yes,dsl,yes,yes,yes,no,yes,yes,two_year,yes,credit_card_(automatic),84.1,6129.65,no
female,1,yes,no,18,no,no_phone_service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,48.35,810.7,yes
male,0,yes,yes,61,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.55,1305.95,no
male,1,yes,yes,60,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic_check,93.25,5774.55,no
female,1,yes,no,24,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,93.55,2264.05,yes
female,0,yes,no,8,yes,no,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic_check,101.15,842.9,yes
male,0,no,no,17,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,electronic_check,76.65,1313.55,yes
female,0,yes,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),75.15,216.75,yes
male,0,no,no,19,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),25.15,468.35,no
female,1,yes,no,17,yes,yes,fiber_optic,yes,no,yes,no,no,no,month-to-month,yes,bank_transfer_(automatic),85.35,1463.45,yes
male,1,yes,no,32,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,no,electronic_check,85.3,2661.1,yes
male,1,no,no,9,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,electronic_check,54.55,494.05,yes
male,0,yes,yes,38,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),101.15,3956.7,no
male,0,yes,no,18,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic_check,99.4,1742.95,yes
female,0,no,no,47,yes,no,fiber_optic,yes,no,yes,yes,yes,yes,one_year,yes,electronic_check,103.7,4730.6,no
female,0,no,no,52,yes,yes,dsl,no,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),80.95,4233.95,no
male,0,no,no,31,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,103.45,3066.45,yes
female,0,yes,yes,14,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,84.8,1203.9,no
male,0,yes,yes,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),110.9,7922.75,no
female,1,no,no,14,yes,no,fiber_optic,yes,yes,no,no,no,no,month-to-month,no,electronic_check,78.85,1043.8,no
female,0,yes,no,59,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.35,1267.0,no
male,0,no,no,26,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,45.45,1233.15,no
female,0,yes,yes,59,yes,yes,fiber_optic,no,yes,no,yes,no,yes,month-to-month,yes,bank_transfer_(automatic),96.65,5580.8,no
male,0,yes,yes,26,yes,no,dsl,no,no,yes,no,no,no,one_year,no,mailed_check,50.35,1285.8,no
male,0,no,no,40,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,no,bank_transfer_(automatic),104.8,4131.95,yes
male,0,yes,no,60,yes,yes,fiber_optic,no,no,yes,no,yes,yes,two_year,no,credit_card_(automatic),101.15,6067.4,no
male,0,yes,yes,23,yes,yes,dsl,no,yes,no,yes,no,no,two_year,no,mailed_check,59.7,1414.2,no
male,0,no,no,22,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,no,mailed_check,65.05,1427.55,no
male,1,yes,yes,72,yes,no,fiber_optic,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),104.1,7447.7,no
male,0,no,no,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.4,415.4,no
male,0,no,no,67,no,no_phone_service,dsl,yes,no,yes,yes,yes,no,one_year,yes,bank_transfer_(automatic),49.35,3321.35,no
male,0,no,no,46,no,no_phone_service,dsl,yes,no,yes,yes,no,no,two_year,no,mailed_check,38.25,1755.35,no
male,0,no,yes,43,no,no_phone_service,dsl,yes,yes,yes,no,no,no,month-to-month,yes,electronic_check,40.45,1912.85,no
male,0,yes,yes,50,yes,yes,dsl,yes,no,no,yes,yes,no,two_year,yes,credit_card_(automatic),70.5,3486.65,no
male,0,yes,yes,19,yes,yes,fiber_optic,no,no,no,yes,yes,yes,one_year,yes,electronic_check,100.95,1875.55,yes
male,0,yes,no,3,no,no_phone_service,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic_check,29.9,92.25,no
male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,45.3,45.3,yes
male,0,no,no,29,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.1,529.5,no
female,0,yes,no,7,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,bank_transfer_(automatic),75.15,496.9,yes
male,0,no,no,62,yes,yes,fiber_optic,yes,yes,no,yes,no,yes,one_year,no,electronic_check,102.0,6529.25,yes
